country,year,code,religion,value
Latvia,CY 2004,53,Jewish,14
Latvia,CY 2005,28,Jewish,12
Latvia,CY 2006,9,Jewish,1
Latvia,CY 2007,17,Jewish,1
Latvia,CY 2008,7,Jewish,2
Latvia,CY 2009,1,Jewish,0
Latvia,CY 2010,0,Jewish,0
Latvia,CY 2011,4,Jewish,4
Latvia,CY 2012,0,Jewish,0
Latvia,CY 2013,0,Jewish,0
Latvia,CY 2014,0,Jewish,0
Latvia,CY 2002,66,No Religion,2
Latvia,CY 2003,47,No Religion,0
Latvia,CY 2004,53,No Religion,0
Latvia,CY 2005,28,No Religion,0
Latvia,CY 2006,9,No Religion,0
Latvia,CY 2007,17,No Religion,0
Latvia,CY 2008,7,No Religion,1
Latvia,CY 2009,1,No Religion,0
Latvia,CY 2010,0,No Religion,0
Latvia,CY 2011,4,No Religion,0
Latvia,CY 2012,0,No Religion,0
Latvia,CY 2013,0,No Religion,0
Latvia,CY 2014,0,No Religion,0
Latvia,CY 2002,66,Orthodox,0
Latvia,CY 2003,47,Orthodox,0
Latvia,CY 2004,53,Orthodox,0
Latvia,CY 2005,28,Orthodox,0
Latvia,CY 2006,9,Orthodox,0
Latvia,CY 2007,17,Orthodox,2
Latvia,CY 2008,7,Orthodox,0
Latvia,CY 2009,1,Orthodox,0
Latvia,CY 2010,0,Orthodox,0
Latvia,CY 2011,4,Orthodox,0
Latvia,CY 2012,0,Orthodox,0
Latvia,CY 2013,0,Orthodox,0
Latvia,CY 2014,0,Orthodox,0
Latvia,CY 2002,66,Pentecostalist,39
Latvia,CY 2003,47,Pentecostalist,17
Latvia,CY 2004,53,Pentecostalist,26
Latvia,CY 2005,28,Pentecostalist,15
Latvia,CY 2006,9,Pentecostalist,0
Latvia,CY 2007,17,Pentecostalist,1
Latvia,CY 2008,7,Pentecostalist,0
Latvia,CY 2009,1,Pentecostalist,1
Latvia,CY 2010,0,Pentecostalist,0
Latvia,CY 2011,4,Pentecostalist,0
Latvia,CY 2012,0,Pentecostalist,0
Latvia,CY 2013,0,Pentecostalist,0
Latvia,CY 2014,0,Pentecostalist,0
Latvia,CY 2002,66,Unknown,0
Latvia,CY 2003,47,Unknown,8
Latvia,CY 2004,53,Unknown,1
Latvia,CY 2005,28,Unknown,0
Latvia,CY 2006,9,Unknown,0
Latvia,CY 2007,17,Unknown,0
Latvia,CY 2008,7,Unknown,0
Latvia,CY 2009,1,Unknown,0
Latvia,CY 2010,0,Unknown,0
Latvia,CY 2011,4,Unknown,0
Latvia,CY 2012,0,Unknown,0
Latvia,CY 2013,0,Unknown,0
Latvia,CY 2014,0,Unknown,0
Lebanon,CY 2002,7,Christian,3
Lebanon,CY 2003,4,Christian,0
Lebanon,CY 2004,0,Christian,0
Lebanon,CY 2005,0,Christian,0
Lebanon,CY 2006,0,Christian,0
Lebanon,CY 2007,1,Christian,0
Lebanon,CY 2008,1,Christian,0
Lebanon,CY 2009,3,Christian,0
Lebanon,CY 2010,1,Christian,0
Lebanon,CY 2011,1,Christian,0
Lebanon,CY 2012,0,Christian,0
Lebanon,CY 2013,0,Christian,0
Lebanon,CY 2014,1,Christian,0
Lebanon,CY 2002,7,Evangelical Christian,0
Lebanon,CY 2003,4,Evangelical Christian,1
Lebanon,CY 2004,0,Evangelical Christian,0
Lebanon,CY 2005,0,Evangelical Christian,0
Lebanon,CY 2006,0,Evangelical Christian,0
Lebanon,CY 2007,1,Evangelical Christian,0
Lebanon,CY 2008,1,Evangelical Christian,0
Lebanon,CY 2009,3,Evangelical Christian,0
Lebanon,CY 2010,1,Evangelical Christian,0
Lebanon,CY 2011,1,Evangelical Christian,0
Lebanon,CY 2012,0,Evangelical Christian,0
Lebanon,CY 2013,0,Evangelical Christian,0
Lebanon,CY 2014,1,Evangelical Christian,0
Lebanon,CY 2002,7,Moslem,4
Lebanon,CY 2003,4,Moslem,3
Lebanon,CY 2004,0,Moslem,0
Lebanon,CY 2005,0,Moslem,0
Lebanon,CY 2006,0,Moslem,0
Lebanon,CY 2007,1,Moslem,1
Lebanon,CY 2008,1,Moslem,1
Lebanon,CY 2009,3,Moslem,3
Lebanon,CY 2010,1,Moslem,0
Lebanon,CY 2011,1,Moslem,0
Lebanon,CY 2012,0,Moslem,0
Lebanon,CY 2013,0,Moslem,0
Lebanon,CY 2014,1,Moslem,1
Lebanon,CY 2002,7,Moslem Shiite,0
Lebanon,CY 2003,4,Moslem Shiite,0
Lebanon,CY 2004,0,Moslem Shiite,0
Lebanon,CY 2005,0,Moslem Shiite,0
Lebanon,CY 2006,0,Moslem Shiite,0
Lebanon,CY 2007,1,Moslem Shiite,0
Lebanon,CY 2008,1,Moslem Shiite,0
Lebanon,CY 2009,3,Moslem Shiite,0
Lebanon,CY 2010,1,Moslem Shiite,1
Lebanon,CY 2011,1,Moslem Shiite,0
Lebanon,CY 2012,0,Moslem Shiite,0
Lebanon,CY 2013,0,Moslem Shiite,0
Lebanon,CY 2014,1,Moslem Shiite,0
Lebanon,CY 2002,7,Moslem Suni,0
Lebanon,CY 2003,4,Moslem Suni,0
Lebanon,CY 2004,0,Moslem Suni,0
Lebanon,CY 2005,0,Moslem Suni,0
Lebanon,CY 2006,0,Moslem Suni,0
Lebanon,CY 2007,1,Moslem Suni,0
Lebanon,CY 2008,1,Moslem Suni,0
Lebanon,CY 2009,3,Moslem Suni,0
Lebanon,CY 2010,1,Moslem Suni,0
Lebanon,CY 2011,1,Moslem Suni,1
Lebanon,CY 2012,0,Moslem Suni,0
Lebanon,CY 2013,0,Moslem Suni,0
Lebanon,CY 2014,1,Moslem Suni,0
Liberia,CY 2002,729,Animist,0
Liberia,CY 2003,3990,Animist,0
Liberia,CY 2004,6696,Animist,3
Liberia,CY 2005,4069,Animist,0
Liberia,CY 2006,1995,Animist,0
Liberia,CY 2007,1822,Animist,0
Liberia,CY 2008,602,Animist,0
Liberia,CY 2009,447,Animist,0
Liberia,CY 2010,181,Animist,0
Liberia,CY 2011,132,Animist,0
Liberia,CY 2012,56,Animist,0
Liberia,CY 2013,81,Animist,0
Liberia,CY 2014,27,Animist,0
Liberia,CY 2002,729,Bahai,3
Liberia,CY 2003,3990,Bahai,14
Liberia,CY 2004,6696,Bahai,5
Liberia,CY 2005,4069,Bahai,2
Liberia,CY 2006,1995,Bahai,1
Liberia,CY 2007,1822,Bahai,0
Liberia,CY 2008,602,Bahai,0
Liberia,CY 2009,447,Bahai,0
Liberia,CY 2010,181,Bahai,0
Liberia,CY 2011,132,Bahai,0
Liberia,CY 2012,56,Bahai,0
Liberia,CY 2013,81,Bahai,0
Liberia,CY 2014,27,Bahai,0
Liberia,CY 2002,729,Baptist,42
Liberia,CY 2003,3990,Baptist,309
Liberia,CY 2004,6696,Baptist,576
Liberia,CY 2005,4069,Baptist,154
Liberia,CY 2006,1995,Baptist,69
Liberia,CY 2007,1822,Baptist,50
Liberia,CY 2008,602,Baptist,6
Liberia,CY 2009,447,Baptist,21
Liberia,CY 2010,181,Baptist,7
Liberia,CY 2011,132,Baptist,3
Liberia,CY 2012,56,Baptist,2
Liberia,CY 2013,81,Baptist,3
Liberia,CY 2014,27,Baptist,0
Liberia,CY 2002,729,Buddhist,0
Liberia,CY 2003,3990,Buddhist,6
Liberia,CY 2004,6696,Buddhist,0
Liberia,CY 2005,4069,Buddhist,0
Liberia,CY 2006,1995,Buddhist,0
Liberia,CY 2007,1822,Buddhist,0
Liberia,CY 2008,602,Buddhist,0
Liberia,CY 2009,447,Buddhist,0
Liberia,CY 2010,181,Buddhist,0
Liberia,CY 2011,132,Buddhist,0
Liberia,CY 2012,56,Buddhist,0
Liberia,CY 2013,81,Buddhist,0
Liberia,CY 2014,27,Buddhist,0
Liberia,CY 2002,729,Catholic,5
Liberia,CY 2003,3990,Catholic,155
Liberia,CY 2004,6696,Catholic,372
Liberia,CY 2005,4069,Catholic,118
Liberia,CY 2006,1995,Catholic,72
Liberia,CY 2007,1822,Catholic,71
Liberia,CY 2008,602,Catholic,28
Liberia,CY 2009,447,Catholic,29
Liberia,CY 2010,181,Catholic,3
Liberia,CY 2011,132,Catholic,0
Liberia,CY 2012,56,Catholic,3
Liberia,CY 2013,81,Catholic,1
Liberia,CY 2014,27,Catholic,5
Liberia,CY 2002,729,Christian,598
Liberia,CY 2003,3990,Christian,2673
Liberia,CY 2004,6696,Christian,4081
Liberia,CY 2005,4069,Christian,2284
Liberia,CY 2006,1995,Christian,1443
Liberia,CY 2007,1822,Christian,899
Liberia,CY 2008,602,Christian,361
Liberia,CY 2009,447,Christian,262
Liberia,CY 2010,181,Christian,129
Liberia,CY 2011,132,Christian,84
Liberia,CY 2012,56,Christian,47
Liberia,CY 2013,81,Christian,46
Liberia,CY 2014,27,Christian,18
Liberia,CY 2002,729,Evangelical Christian,0
Liberia,CY 2003,3990,Evangelical Christian,57
Liberia,CY 2004,6696,Evangelical Christian,49
Liberia,CY 2005,4069,Evangelical Christian,2
Liberia,CY 2006,1995,Evangelical Christian,0
Liberia,CY 2007,1822,Evangelical Christian,0
Liberia,CY 2008,602,Evangelical Christian,0
Liberia,CY 2009,447,Evangelical Christian,0
Liberia,CY 2010,181,Evangelical Christian,0
Liberia,CY 2011,132,Evangelical Christian,0
Liberia,CY 2012,56,Evangelical Christian,0
Liberia,CY 2013,81,Evangelical Christian,0
Liberia,CY 2014,27,Evangelical Christian,0
Liberia,CY 2002,729,Jehovah Witness,0
Liberia,CY 2003,3990,Jehovah Witness,13
Liberia,CY 2004,6696,Jehovah Witness,80
Liberia,CY 2005,4069,Jehovah Witness,19
Liberia,CY 2006,1995,Jehovah Witness,20
Liberia,CY 2007,1822,Jehovah Witness,6
Liberia,CY 2008,602,Jehovah Witness,4
Liberia,CY 2009,447,Jehovah Witness,1
Liberia,CY 2010,181,Jehovah Witness,0
Liberia,CY 2011,132,Jehovah Witness,0
Liberia,CY 2012,56,Jehovah Witness,0
Liberia,CY 2013,81,Jehovah Witness,0
Liberia,CY 2014,27,Jehovah Witness,0
Liberia,CY 2002,729,Lutheran,15
Liberia,CY 2003,3990,Lutheran,110
Liberia,CY 2004,6696,Lutheran,280
Liberia,CY 2005,4069,Lutheran,84
Liberia,CY 2006,1995,Lutheran,41
Liberia,CY 2007,1822,Lutheran,80
Liberia,CY 2008,602,Lutheran,11
Liberia,CY 2009,447,Lutheran,6
Liberia,CY 2010,181,Lutheran,11
Liberia,CY 2011,132,Lutheran,0
Liberia,CY 2012,56,Lutheran,1
Liberia,CY 2013,81,Lutheran,2
Liberia,CY 2014,27,Lutheran,3
Liberia,CY 2002,729,Methodist,10
Liberia,CY 2003,3990,Methodist,105
Liberia,CY 2004,6696,Methodist,194
Liberia,CY 2005,4069,Methodist,103
Liberia,CY 2006,1995,Methodist,39
Liberia,CY 2007,1822,Methodist,71
Liberia,CY 2008,602,Methodist,0
Liberia,CY 2009,447,Methodist,10
Liberia,CY 2010,181,Methodist,9
Liberia,CY 2011,132,Methodist,0
Liberia,CY 2012,56,Methodist,0
Liberia,CY 2013,81,Methodist,3
Liberia,CY 2014,27,Methodist,0
Liberia,CY 2002,729,Moslem,38
Liberia,CY 2003,3990,Moslem,228
Liberia,CY 2004,6696,Moslem,524
Liberia,CY 2005,4069,Moslem,1172
Liberia,CY 2006,1995,Moslem,207
Liberia,CY 2007,1822,Moslem,335
Liberia,CY 2008,602,Moslem,164
Liberia,CY 2009,447,Moslem,97
Liberia,CY 2010,181,Moslem,21
Liberia,CY 2011,132,Moslem,42
Liberia,CY 2012,56,Moslem,3
Liberia,CY 2013,81,Moslem,15
Liberia,CY 2014,27,Moslem,1
Liberia,CY 2002,729,No Religion,0
Liberia,CY 2003,3990,No Religion,14
Liberia,CY 2004,6696,No Religion,27
Liberia,CY 2005,4069,No Religion,0
Liberia,CY 2006,1995,No Religion,0
Liberia,CY 2007,1822,No Religion,0
Liberia,CY 2008,602,No Religion,0
Liberia,CY 2009,447,No Religion,0
Liberia,CY 2010,181,No Religion,0
Liberia,CY 2011,132,No Religion,0
Liberia,CY 2012,56,No Religion,0
Liberia,CY 2013,81,No Religion,0
Liberia,CY 2014,27,No Religion,0
Liberia,CY 2002,729,Other Religion,0
Liberia,CY 2003,3990,Other Religion,1
Liberia,CY 2004,6696,Other Religion,23
Liberia,CY 2005,4069,Other Religion,0
Liberia,CY 2006,1995,Other Religion,0
Liberia,CY 2007,1822,Other Religion,15
Liberia,CY 2008,602,Other Religion,0
Liberia,CY 2009,447,Other Religion,0
Liberia,CY 2010,181,Other Religion,0
Liberia,CY 2011,132,Other Religion,0
Liberia,CY 2012,56,Other Religion,0
Liberia,CY 2013,81,Other Religion,0
Liberia,CY 2014,27,Other Religion,0
Liberia,CY 2002,729,Pentecostalist,9
Liberia,CY 2003,3990,Pentecostalist,285
Liberia,CY 2004,6696,Pentecostalist,403
Liberia,CY 2005,4069,Pentecostalist,115
Liberia,CY 2006,1995,Pentecostalist,64
Liberia,CY 2007,1822,Pentecostalist,269
Liberia,CY 2008,602,Pentecostalist,19
Liberia,CY 2009,447,Pentecostalist,16
Liberia,CY 2010,181,Pentecostalist,1
Liberia,CY 2011,132,Pentecostalist,0
Liberia,CY 2012,56,Pentecostalist,0
Liberia,CY 2013,81,Pentecostalist,11
Liberia,CY 2014,27,Pentecostalist,0
Liberia,CY 2002,729,Protestant,1
Liberia,CY 2003,3990,Protestant,10
Liberia,CY 2004,6696,Protestant,35
Liberia,CY 2005,4069,Protestant,15
Liberia,CY 2006,1995,Protestant,14
Liberia,CY 2007,1822,Protestant,18
Liberia,CY 2008,602,Protestant,5
Liberia,CY 2009,447,Protestant,0
Liberia,CY 2010,181,Protestant,0
Liberia,CY 2011,132,Protestant,0
Liberia,CY 2012,56,Protestant,0
Liberia,CY 2013,81,Protestant,0
Liberia,CY 2014,27,Protestant,0
Liberia,CY 2002,729,Seventh Day Adventist,0
Liberia,CY 2003,3990,Seventh Day Adventist,10
Liberia,CY 2004,6696,Seventh Day Adventist,31
Liberia,CY 2005,4069,Seventh Day Adventist,0
Liberia,CY 2006,1995,Seventh Day Adventist,21
Liberia,CY 2007,1822,Seventh Day Adventist,0
Liberia,CY 2008,602,Seventh Day Adventist,0
Liberia,CY 2009,447,Seventh Day Adventist,0
Liberia,CY 2010,181,Seventh Day Adventist,0
Liberia,CY 2011,132,Seventh Day Adventist,0
Liberia,CY 2012,56,Seventh Day Adventist,0
Liberia,CY 2013,81,Seventh Day Adventist,0
Liberia,CY 2014,27,Seventh Day Adventist,0
Liberia,CY 2002,729,Unknown,8
Liberia,CY 2003,3990,Unknown,0
Liberia,CY 2004,6696,Unknown,13
Liberia,CY 2005,4069,Unknown,1
Liberia,CY 2006,1995,Unknown,4
Liberia,CY 2007,1822,Unknown,8
Liberia,CY 2008,602,Unknown,4
Liberia,CY 2009,447,Unknown,5
Liberia,CY 2010,181,Unknown,0
Liberia,CY 2011,132,Unknown,3
Liberia,CY 2012,56,Unknown,0
Liberia,CY 2013,81,Unknown,0
Liberia,CY 2014,27,Unknown,0
Libya,CY 2002,0,Moslem,0
Libya,CY 2003,0,Moslem,0
Libya,CY 2004,0,Moslem,0
Libya,CY 2005,0,Moslem,0
Libya,CY 2006,0,Moslem,0
Libya,CY 2007,0,Moslem,0
Libya,CY 2008,0,Moslem,0
Libya,CY 2009,1,Moslem,1
Libya,CY 2010,0,Moslem,0
Libya,CY 2011,1,Moslem,1
Libya,CY 2012,5,Moslem,5
Libya,CY 2013,1,Moslem,1
Libya,CY 2014,0,Moslem,0
Lithuania,CY 2002,6,Baptist,0
Lithuania,CY 2003,16,Baptist,2
Lithuania,CY 2004,15,Baptist,0
Lithuania,CY 2005,7,Baptist,0
Lithuania,CY 2006,0,Baptist,0
Lithuania,CY 2007,4,Baptist,0
Lithuania,CY 2008,0,Baptist,0
Lithuania,CY 2009,1,Baptist,0
Lithuania,CY 2010,3,Baptist,0
Lithuania,CY 2011,0,Baptist,0
Lithuania,CY 2012,0,Baptist,0
Lithuania,CY 2013,0,Baptist,0
Lithuania,CY 2014,0,Baptist,0
Lithuania,CY 2002,6,Jewish,4
Lithuania,CY 2003,16,Jewish,9
Lithuania,CY 2004,15,Jewish,14
Lithuania,CY 2005,7,Jewish,0
Lithuania,CY 2006,0,Jewish,0
Lithuania,CY 2007,4,Jewish,2
Lithuania,CY 2008,0,Jewish,0
Lithuania,CY 2009,1,Jewish,1
Lithuania,CY 2010,3,Jewish,0
Lithuania,CY 2011,0,Jewish,0
Lithuania,CY 2012,0,Jewish,0
Lithuania,CY 2013,0,Jewish,0
Lithuania,CY 2014,0,Jewish,0
Lithuania,CY 2002,6,No Religion,0
Lithuania,CY 2003,16,No Religion,0
Lithuania,CY 2004,15,No Religion,0
Lithuania,CY 2005,7,No Religion,2
Lithuania,CY 2006,0,No Religion,0
Lithuania,CY 2007,4,No Religion,2
Lithuania,CY 2008,0,No Religion,0
Lithuania,CY 2009,1,No Religion,0
Lithuania,CY 2010,3,No Religion,0
Lithuania,CY 2011,0,No Religion,0
Lithuania,CY 2012,0,No Religion,0
Lithuania,CY 2013,0,No Religion,0
Lithuania,CY 2014,0,No Religion,0
Lithuania,CY 2002,6,Pentecostalist,2
Lithuania,CY 2003,16,Pentecostalist,5
Lithuania,CY 2004,15,Pentecostalist,1
Lithuania,CY 2005,7,Pentecostalist,5
Lithuania,CY 2006,0,Pentecostalist,0
Lithuania,CY 2007,4,Pentecostalist,0
Lithuania,CY 2008,0,Pentecostalist,0
Lithuania,CY 2009,1,Pentecostalist,0
Lithuania,CY 2010,3,Pentecostalist,3
Lithuania,CY 2011,0,Pentecostalist,0
Lithuania,CY 2012,0,Pentecostalist,0
Lithuania,CY 2013,0,Pentecostalist,0
Lithuania,CY 2014,0,Pentecostalist,0
Macedonia,CY 2002,6,Moslem,5
Macedonia,CY 2003,11,Moslem,11
Macedonia,CY 2004,0,Moslem,0
Macedonia,CY 2005,0,Moslem,0
Macedonia,CY 2006,1,Moslem,1
Macedonia,CY 2007,0,Moslem,0
Macedonia,CY 2008,0,Moslem,0
Macedonia,CY 2009,0,Moslem,0
Macedonia,CY 2010,0,Moslem,0
Macedonia,CY 2011,0,Moslem,0
Macedonia,CY 2012,0,Moslem,0
Macedonia,CY 2013,0,Moslem,0
Macedonia,CY 2014,0,Moslem,0
Macedonia,CY 2002,6,Unknown,1
Macedonia,CY 2003,11,Unknown,0
Macedonia,CY 2004,0,Unknown,0
Macedonia,CY 2005,0,Unknown,0
Macedonia,CY 2006,1,Unknown,0
Macedonia,CY 2007,0,Unknown,0
Macedonia,CY 2008,0,Unknown,0
Macedonia,CY 2009,0,Unknown,0
Macedonia,CY 2010,0,Unknown,0
Macedonia,CY 2011,0,Unknown,0
Macedonia,CY 2012,0,Unknown,0
Macedonia,CY 2013,0,Unknown,0
Macedonia,CY 2014,0,Unknown,0
Madagascar (Malagasy Republic),CY 2002,0,No Religion,0
Madagascar (Malagasy Republic),CY 2003,0,No Religion,0
Madagascar (Malagasy Republic),CY 2004,0,No Religion,0
Madagascar (Malagasy Republic),CY 2005,1,No Religion,1
Madagascar (Malagasy Republic),CY 2006,0,No Religion,0
Madagascar (Malagasy Republic),CY 2007,0,No Religion,0
Madagascar (Malagasy Republic),CY 2008,0,No Religion,0
Madagascar (Malagasy Republic),CY 2009,3,No Religion,0
Madagascar (Malagasy Republic),CY 2010,0,No Religion,0
Madagascar (Malagasy Republic),CY 2011,0,No Religion,0
Madagascar (Malagasy Republic),CY 2012,0,No Religion,0
Madagascar (Malagasy Republic),CY 2013,0,No Religion,0
Madagascar (Malagasy Republic),CY 2014,0,No Religion,0
Madagascar (Malagasy Republic),CY 2002,0,Protestant,0
Madagascar (Malagasy Republic),CY 2003,0,Protestant,0
Madagascar (Malagasy Republic),CY 2004,0,Protestant,0
Madagascar (Malagasy Republic),CY 2005,1,Protestant,0
Madagascar (Malagasy Republic),CY 2006,0,Protestant,0
Madagascar (Malagasy Republic),CY 2007,0,Protestant,0
Madagascar (Malagasy Republic),CY 2008,0,Protestant,0
Madagascar (Malagasy Republic),CY 2009,3,Protestant,3
Madagascar (Malagasy Republic),CY 2010,0,Protestant,0
Madagascar (Malagasy Republic),CY 2011,0,Protestant,0
Madagascar (Malagasy Republic),CY 2012,0,Protestant,0
Madagascar (Malagasy Republic),CY 2013,0,Protestant,0
Madagascar (Malagasy Republic),CY 2014,0,Protestant,0
Malaysia,CY 2002,0,Christian,0
Malaysia,CY 2003,0,Christian,0
Malaysia,CY 2004,0,Christian,0
Malaysia,CY 2005,0,Christian,0
Malaysia,CY 2006,0,Christian,0
Malaysia,CY 2007,0,Christian,0
Malaysia,CY 2008,0,Christian,0
Malaysia,CY 2009,0,Christian,0
Malaysia,CY 2010,2,Christian,2
Malaysia,CY 2011,4,Christian,1
Malaysia,CY 2012,0,Christian,0
Malaysia,CY 2013,0,Christian,0
Malaysia,CY 2014,0,Christian,0
Malaysia,CY 2002,0,Unknown,0
Malaysia,CY 2003,0,Unknown,0
Malaysia,CY 2004,0,Unknown,0
Malaysia,CY 2005,0,Unknown,0
Malaysia,CY 2006,0,Unknown,0
Malaysia,CY 2007,0,Unknown,0
Malaysia,CY 2008,0,Unknown,0
Malaysia,CY 2009,0,Unknown,0
Malaysia,CY 2010,2,Unknown,0
Malaysia,CY 2011,4,Unknown,3
Malaysia,CY 2012,0,Unknown,0
Malaysia,CY 2013,0,Unknown,0
Malaysia,CY 2014,0,Unknown,0
Mali,CY 2002,0,Christian,0
Mali,CY 2003,0,Christian,0
Mali,CY 2004,0,Christian,0
Mali,CY 2005,0,Christian,0
Mali,CY 2006,0,Christian,0
Mali,CY 2007,0,Christian,0
Mali,CY 2008,0,Christian,0
Mali,CY 2009,0,Christian,0
Mali,CY 2010,0,Christian,0
Mali,CY 2011,0,Christian,0
Mali,CY 2012,1,Christian,0
Mali,CY 2013,1,Christian,0
Mali,CY 2014,2,Christian,2
Mali,CY 2002,0,Moslem,0
Mali,CY 2003,0,Moslem,0
Mali,CY 2004,0,Moslem,0
Mali,CY 2005,0,Moslem,0
Mali,CY 2006,0,Moslem,0
Mali,CY 2007,0,Moslem,0
Mali,CY 2008,0,Moslem,0
Mali,CY 2009,0,Moslem,0
Mali,CY 2010,0,Moslem,0
Mali,CY 2011,0,Moslem,0
Mali,CY 2012,1,Moslem,1
Mali,CY 2013,1,Moslem,1
Mali,CY 2014,2,Moslem,0
Mauritania,CY 2002,6,Moslem,6
Mauritania,CY 2003,0,Moslem,0
Mauritania,CY 2004,0,Moslem,0
Mauritania,CY 2005,3,Moslem,3
Mauritania,CY 2006,119,Moslem,115
Mauritania,CY 2007,32,Moslem,32
Mauritania,CY 2008,36,Moslem,36
Mauritania,CY 2009,13,Moslem,13
Mauritania,CY 2010,66,Moslem,66
Mauritania,CY 2011,3,Moslem,3
Mauritania,CY 2012,0,Moslem,0
Mauritania,CY 2013,0,Moslem,0
Mauritania,CY 2014,4,Moslem,4
Mauritania,CY 2002,6,Moslem Suni,0
Mauritania,CY 2003,0,Moslem Suni,0
Mauritania,CY 2004,0,Moslem Suni,0
Mauritania,CY 2005,3,Moslem Suni,0
Mauritania,CY 2006,119,Moslem Suni,4
Mauritania,CY 2007,32,Moslem Suni,0
Mauritania,CY 2008,36,Moslem Suni,0
Mauritania,CY 2009,13,Moslem Suni,0
Mauritania,CY 2010,66,Moslem Suni,0
Mauritania,CY 2011,3,Moslem Suni,0
Mauritania,CY 2012,0,Moslem Suni,0
Mauritania,CY 2013,0,Moslem Suni,0
Mauritania,CY 2014,4,Moslem Suni,0
Moldova,CY 2002,1147,Atheist,2
Moldova,CY 2003,987,Atheist,0
Moldova,CY 2004,1522,Atheist,0
Moldova,CY 2005,931,Atheist,0
Moldova,CY 2006,610,Atheist,0
Moldova,CY 2007,592,Atheist,0
Moldova,CY 2008,442,Atheist,0
Moldova,CY 2009,497,Atheist,0
Moldova,CY 2010,257,Atheist,0
Moldova,CY 2011,303,Atheist,0
Moldova,CY 2012,294,Atheist,0
Moldova,CY 2013,75,Atheist,0
Moldova,CY 2014,112,Atheist,0
Moldova,CY 2002,1147,Baptist,543
Moldova,CY 2003,987,Baptist,496
Moldova,CY 2004,1522,Baptist,858
Moldova,CY 2005,931,Baptist,554
Moldova,CY 2006,610,Baptist,355
Moldova,CY 2007,592,Baptist,392
Moldova,CY 2008,442,Baptist,287
Moldova,CY 2009,497,Baptist,285
Moldova,CY 2010,257,Baptist,112
Moldova,CY 2011,303,Baptist,183
Moldova,CY 2012,294,Baptist,167
Moldova,CY 2013,75,Baptist,47
Moldova,CY 2014,112,Baptist,73
Moldova,CY 2002,1147,Christian,1
Moldova,CY 2003,987,Christian,0
Moldova,CY 2004,1522,Christian,0
Moldova,CY 2005,931,Christian,1
Moldova,CY 2006,610,Christian,0
Moldova,CY 2007,592,Christian,2
Moldova,CY 2008,442,Christian,0
Moldova,CY 2009,497,Christian,0
Moldova,CY 2010,257,Christian,0
Moldova,CY 2011,303,Christian,0
Moldova,CY 2012,294,Christian,4
Moldova,CY 2013,75,Christian,0
Moldova,CY 2014,112,Christian,0
Moldova,CY 2002,1147,Evangelical Christian,2
Moldova,CY 2003,987,Evangelical Christian,0
Moldova,CY 2004,1522,Evangelical Christian,1
Moldova,CY 2005,931,Evangelical Christian,0
Moldova,CY 2006,610,Evangelical Christian,0
Moldova,CY 2007,592,Evangelical Christian,0
Moldova,CY 2008,442,Evangelical Christian,8
Moldova,CY 2009,497,Evangelical Christian,2
Moldova,CY 2010,257,Evangelical Christian,1
Moldova,CY 2011,303,Evangelical Christian,1
Moldova,CY 2012,294,Evangelical Christian,0
Moldova,CY 2013,75,Evangelical Christian,0
Moldova,CY 2014,112,Evangelical Christian,0
Moldova,CY 2002,1147,Jehovah Witness,31
Moldova,CY 2003,987,Jehovah Witness,4
Moldova,CY 2004,1522,Jehovah Witness,27
Moldova,CY 2005,931,Jehovah Witness,8
Moldova,CY 2006,610,Jehovah Witness,23
Moldova,CY 2007,592,Jehovah Witness,5
Moldova,CY 2008,442,Jehovah Witness,18
Moldova,CY 2009,497,Jehovah Witness,38
Moldova,CY 2010,257,Jehovah Witness,10
Moldova,CY 2011,303,Jehovah Witness,27
Moldova,CY 2012,294,Jehovah Witness,13
Moldova,CY 2013,75,Jehovah Witness,1
Moldova,CY 2014,112,Jehovah Witness,7
Moldova,CY 2002,1147,Jewish,40
Moldova,CY 2003,987,Jewish,33
Moldova,CY 2004,1522,Jewish,36
Moldova,CY 2005,931,Jewish,13
Moldova,CY 2006,610,Jewish,15
Moldova,CY 2007,592,Jewish,4
Moldova,CY 2008,442,Jewish,9
Moldova,CY 2009,497,Jewish,2
Moldova,CY 2010,257,Jewish,2
Moldova,CY 2011,303,Jewish,4
Moldova,CY 2012,294,Jewish,2
Moldova,CY 2013,75,Jewish,1
Moldova,CY 2014,112,Jewish,0
Moldova,CY 2002,1147,No Religion,1
Moldova,CY 2003,987,No Religion,6
Moldova,CY 2004,1522,No Religion,0
Moldova,CY 2005,931,No Religion,3
Moldova,CY 2006,610,No Religion,0
Moldova,CY 2007,592,No Religion,0
Moldova,CY 2008,442,No Religion,0
Moldova,CY 2009,497,No Religion,0
Moldova,CY 2010,257,No Religion,0
Moldova,CY 2011,303,No Religion,0
Moldova,CY 2012,294,No Religion,0
Moldova,CY 2013,75,No Religion,2
Moldova,CY 2014,112,No Religion,0
Moldova,CY 2002,1147,Orthodox,0
Moldova,CY 2003,987,Orthodox,0
Moldova,CY 2004,1522,Orthodox,1
Moldova,CY 2005,931,Orthodox,0
Moldova,CY 2006,610,Orthodox,0
Moldova,CY 2007,592,Orthodox,0
Moldova,CY 2008,442,Orthodox,0
Moldova,CY 2009,497,Orthodox,0
Moldova,CY 2010,257,Orthodox,1
