id	year	month	date	value	type
LNS13023705	2012	M04	04/1/2012	987	jobLeavers
LNS13023705	2012	M05	05/1/2012	906	jobLeavers
LNS13023705	2012	M06	06/1/2012	929	jobLeavers
LNS13023705	2012	M07	07/1/2012	873	jobLeavers
LNS13023705	2012	M08	08/1/2012	953	jobLeavers
LNS13023705	2012	M09	09/1/2012	956	jobLeavers
LNS13023705	2012	M10	10/1/2012	1018	jobLeavers
LNS13023705	2012	M11	11/1/2012	929	jobLeavers
LNS13023705	2012	M12	12/1/2012	1000	jobLeavers
LNS13023705	2013	M01	01/1/2013	984	jobLeavers
LNS13023705	2013	M02	02/1/2013	952	jobLeavers
LNS13023705	2013	M03	03/1/2013	978	jobLeavers
LNS13023705	2013	M04	04/1/2013	857	jobLeavers
LNS13023705	2013	M05	05/1/2013	944	jobLeavers
LNS13023705	2013	M06	06/1/2013	1034	jobLeavers
LNS13023705	2013	M07	07/1/2013	970	jobLeavers
LNS13023705	2013	M08	08/1/2013	890	jobLeavers
LNS13023705	2013	M09	09/1/2013	984	jobLeavers
LNS13023705	2013	M10	10/1/2013	842	jobLeavers
LNS13023705	2013	M11	11/1/2013	890	jobLeavers
LNS13023705	2013	M12	12/1/2013	862	jobLeavers
LNS13023705	2014	M01	01/1/2014	818	jobLeavers
LNS13023705	2014	M02	02/1/2014	823	jobLeavers
LNS13023705	2014	M03	03/1/2014	815	jobLeavers
LNS13023705	2014	M04	04/1/2014	784	jobLeavers
LNS13023705	2014	M05	05/1/2014	875	jobLeavers
LNS13023569	2004	M01	01/1/2004	676	newEntrants
LNS13023569	2004	M02	02/1/2004	666	newEntrants
LNS13023569	2004	M03	03/1/2004	631	newEntrants
LNS13023569	2004	M04	04/1/2004	652	newEntrants
LNS13023569	2004	M05	05/1/2004	718	newEntrants
LNS13023569	2004	M06	06/1/2004	649	newEntrants
LNS13023569	2004	M07	07/1/2004	702	newEntrants
LNS13023569	2004	M08	08/1/2004	704	newEntrants
LNS13023569	2004	M09	09/1/2004	695	newEntrants
LNS13023569	2004	M10	10/1/2004	734	newEntrants
LNS13023569	2004	M11	11/1/2004	700	newEntrants
LNS13023569	2004	M12	12/1/2004	702	newEntrants
LNS13023569	2005	M01	01/1/2005	621	newEntrants
LNS13023569	2005	M02	02/1/2005	753	newEntrants
LNS13023569	2005	M03	03/1/2005	712	newEntrants
LNS13023569	2005	M04	04/1/2005	764	newEntrants
LNS13023569	2005	M05	05/1/2005	710	newEntrants
LNS13023569	2005	M06	06/1/2005	650	newEntrants
LNS13023569	2005	M07	07/1/2005	630	newEntrants
LNS13023569	2005	M08	08/1/2005	626	newEntrants
LNS13023569	2005	M09	09/1/2005	607	newEntrants
LNS13023569	2005	M10	10/1/2005	638	newEntrants
LNS13023569	2005	M11	11/1/2005	673	newEntrants
LNS13023569	2005	M12	12/1/2005	633	newEntrants
LNS13023569	2006	M01	01/1/2006	616	newEntrants
LNS13023569	2006	M02	02/1/2006	711	newEntrants
LNS13023569	2006	M03	03/1/2006	636	newEntrants
LNS13023569	2006	M04	04/1/2006	591	newEntrants
LNS13023569	2006	M05	05/1/2006	517	newEntrants
LNS13023569	2006	M06	06/1/2006	646	newEntrants
LNS13023569	2006	M07	07/1/2006	639	newEntrants
LNS13023569	2006	M08	08/1/2006	646	newEntrants
LNS13023569	2006	M09	09/1/2006	612	newEntrants
LNS13023569	2006	M10	10/1/2006	572	newEntrants
LNS13023569	2006	M11	11/1/2006	591	newEntrants
LNS13023569	2006	M12	12/1/2006	586	newEntrants
LNS13023569	2007	M01	01/1/2007	622	newEntrants
LNS13023569	2007	M02	02/1/2007	599	newEntrants
LNS13023569	2007	M03	03/1/2007	615	newEntrants
LNS13023569	2007	M04	04/1/2007	620	newEntrants
LNS13023569	2007	M05	05/1/2007	530	newEntrants
LNS13023569	2007	M06	06/1/2007	640	newEntrants
LNS13023569	2007	M07	07/1/2007	602	newEntrants
LNS13023569	2007	M08	08/1/2007	588	newEntrants
LNS13023569	2007	M09	09/1/2007	668	newEntrants
LNS13023569	2007	M10	10/1/2007	696	newEntrants
LNS13023569	2007	M11	11/1/2007	678	newEntrants
LNS13023569	2007	M12	12/1/2007	679	newEntrants
LNS13023569	2008	M01	01/1/2008	677	newEntrants
LNS13023569	2008	M02	02/1/2008	656	newEntrants
LNS13023569	2008	M03	03/1/2008	704	newEntrants
LNS13023569	2008	M04	04/1/2008	625	newEntrants
LNS13023569	2008	M05	05/1/2008	797	newEntrants
LNS13023569	2008	M06	06/1/2008	786	newEntrants
LNS13023569	2008	M07	07/1/2008	835	newEntrants
LNS13023569	2008	M08	08/1/2008	821	newEntrants
LNS13023569	2008	M09	09/1/2008	815	newEntrants
LNS13023569	2008	M10	10/1/2008	819	newEntrants
LNS13023569	2008	M11	11/1/2008	763	newEntrants
LNS13023569	2008	M12	12/1/2008	803	newEntrants
LNS13023569	2009	M01	01/1/2009	775	newEntrants
LNS13023569	2009	M02	02/1/2009	999	newEntrants
LNS13023569	2009	M03	03/1/2009	872	newEntrants
LNS13023569	2009	M04	04/1/2009	901	newEntrants
LNS13023569	2009	M05	05/1/2009	965	newEntrants
LNS13023569	2009	M06	06/1/2009	1001	newEntrants
LNS13023569	2009	M07	07/1/2009	1004	newEntrants
LNS13023569	2009	M08	08/1/2009	1085	newEntrants
LNS13023569	2009	M09	09/1/2009	1153	newEntrants
LNS13023569	2009	M10	10/1/2009	1102	newEntrants
LNS13023569	2009	M11	11/1/2009	1330	newEntrants
LNS13023569	2009	M12	12/1/2009	1241	newEntrants
LNS13023569	2010	M01	01/1/2010	1193	newEntrants
LNS13023569	2010	M02	02/1/2010	1194	newEntrants
LNS13023569	2010	M03	03/1/2010	1147	newEntrants
LNS13023569	2010	M04	04/1/2010	1187	newEntrants
LNS13023569	2010	M05	05/1/2010	1200	newEntrants
LNS13023569	2010	M06	06/1/2010	1172	newEntrants
LNS13023569	2010	M07	07/1/2010	1207	newEntrants
LNS13023569	2010	M08	08/1/2010	1276	newEntrants
LNS13023569	2010	M09	09/1/2010	1218	newEntrants
LNS13023569	2010	M10	10/1/2010	1278	newEntrants
LNS13023569	2010	M11	11/1/2010	1282	newEntrants
LNS13023569	2010	M12	12/1/2010	1310	newEntrants
LNS13023569	2011	M01	01/1/2011	1344	newEntrants
LNS13023569	2011	M02	02/1/2011	1291	newEntrants
LNS13023569	2011	M03	03/1/2011	1291	newEntrants
LNS13023569	2011	M04	04/1/2011	1298	newEntrants
LNS13023569	2011	M05	05/1/2011	1220	newEntrants
LNS13023569	2011	M06	06/1/2011	1233	newEntrants
LNS13023569	2011	M07	07/1/2011	1278	newEntrants
LNS13023569	2011	M08	08/1/2011	1256	newEntrants
LNS13023569	2011	M09	09/1/2011	1382	newEntrants
LNS13023569	2011	M10	10/1/2011	1292	newEntrants
LNS13023569	2011	M11	11/1/2011	1288	newEntrants
LNS13023569	2011	M12	12/1/2011	1288	newEntrants
LNS13023569	2012	M01	01/1/2012	1252	newEntrants
LNS13023569	2012	M02	02/1/2012	1383	newEntrants
LNS13023569	2012	M03	03/1/2012	1392	newEntrants
LNS13023569	2012	M04	04/1/2012	1357	newEntrants
LNS13023569	2012	M05	05/1/2012	1347	newEntrants
LNS13023569	2012	M06	06/1/2012	1318	newEntrants
LNS13023569	2012	M07	07/1/2012	1298	newEntrants
LNS13023569	2012	M08	08/1/2012	1264	newEntrants
LNS13023569	2012	M09	09/1/2012	1268	newEntrants
LNS13023569	2012	M10	10/1/2012	1306	newEntrants
LNS13023569	2012	M11	11/1/2012	1349	newEntrants
LNS13023569	2012	M12	12/1/2012	1296	newEntrants
LNS13023569	2013	M01	01/1/2013	1274	newEntrants
LNS13023569	2013	M02	02/1/2013	1276	newEntrants
LNS13023569	2013	M03	03/1/2013	1304	newEntrants
LNS13023569	2013	M04	04/1/2013	1268	newEntrants
LNS13023569	2013	M05	05/1/2013	1257	newEntrants
LNS13023569	2013	M06	06/1/2013	1250	newEntrants
LNS13023569	2013	M07	07/1/2013	1246	newEntrants
LNS13023569	2013	M08	08/1/2013	1295	newEntrants
LNS13023569	2013	M09	09/1/2013	1211	newEntrants
LNS13023569	2013	M10	10/1/2013	1217	newEntrants
LNS13023569	2013	M11	11/1/2013	1169	newEntrants
LNS13023569	2013	M12	12/1/2013	1201	newEntrants
LNS13023569	2014	M01	01/1/2014	1184	newEntrants
LNS13023569	2014	M02	02/1/2014	1229	newEntrants
LNS13023569	2014	M03	03/1/2014	1169	newEntrants
LNS13023569	2014	M04	04/1/2014	1043	newEntrants
LNS13023569	2014	M05	05/1/2014	1062	newEntrants
